model_key,feature,model_mean,other_models_mean,effect_size,abs_effect_size,direction
gemini-flash-latest,text_punctuation_density,0.0669515162881383,0.03251275351698209,1.9034552929243023,1.9034552929243023,higher
gemini-flash-latest,text_newline_count,39.967302452316076,16.62638888888889,1.3430228115892533,1.3430228115892533,higher
gemini-flash-latest,text_paragraph_count,12.70299727520436,6.141203703703703,1.2668991744996967,1.2668991744996967,higher
gemini-flash-latest,text_sentence_count,38.682561307901906,19.28287037037037,1.2158930509971828,1.2158930509971828,higher
gemini-flash-latest,text_punctuation_count,232.7465940054496,83.81296296296296,1.0523265237604866,1.0523265237604866,higher
gemini-flash-latest,text_repeated_trigram_ratio,0.012879847204731716,0.07356841551077817,-0.766214643453921,0.766214643453921,lower
gemini-flash-latest,text_repeated_bigram_ratio,0.059204228375293065,0.1295379992746428,-0.722433245175356,0.722433245175356,lower
gemini-flash-latest,text_negation_word_count,4.03133514986376,1.8046296296296296,0.6971866556889309,0.6971866556889309,higher
gemini-flash-latest,text_entropy,7.519536670508505,6.862617421705443,0.6694219284553741,0.6694219284553741,higher
gemini-flash-latest,text_avg_word_length,5.502046322282422,6.148871227460072,-0.5835400945422475,0.5835400945422475,lower
gemini-flash-latest,text_second_person_pronoun_count,5.61716621253406,1.3657407407407407,0.5731409885888941,0.5731409885888941,higher
gemini-flash-latest,text_colon_density,0.004509637382721323,0.003000652939906968,0.5482798536056513,0.5482798536056513,higher
gemini-flash-latest,text_list_marker_count,12.61307901907357,7.836111111111111,0.49337674834438316,0.49337674834438316,higher
gemini-flash-latest,text_avg_sentence_words,13.24440603647583,22.202663502894744,-0.49002382419982493,0.49002382419982493,lower
gemini-flash-latest,text_avg_sentence_chars,92.86855381787326,176.4106711959219,-0.4732066154403124,0.4732066154403124,lower
gemini-flash-latest,text_hedge_word_density,0.0019963652616577553,0.004643657685047776,-0.39746103124838295,0.39746103124838295,lower
gemini-flash-latest,text_first_person_pronoun_count,6.091280653950954,3.849537037037037,0.3782981459816411,0.3782981459816411,higher
gemini-flash-latest,text_second_person_pronoun_density,0.01076295380273929,0.005001406949096377,0.37168609015580406,0.37168609015580406,higher
gemini-flash-latest,text_word_count,473.7683923705722,366.55555555555554,0.36455971028071493,0.36455971028071493,higher
gemini-flash-latest,text_comma_density,0.007888278624787883,0.009014710812820004,-0.27230607532993467,0.27230607532993467,lower
gemini-flash-latest,text_hedge_word_count,0.9863760217983651,1.5046296296296295,-0.24272071350981042,0.24272071350981042,lower
gemini-flash-latest,text_exclamation_mark_density,0.0001158436718271587,3.653812125085973e-05,0.2279892092264048,0.2279892092264048,higher
gemini-flash-latest,text_max_word_frequency,22.40599455040872,17.013425925925926,0.1657506820817824,0.1657506820817824,higher
gemini-flash-latest,text_char_count,3368.66621253406,2942.6055555555554,0.1588895309633754,0.1588895309633754,higher
gemini-flash-latest,text_type_token_ratio,0.617682214440494,0.6415380875452233,-0.15525853479612503,0.15525853479612503,lower
gemini-flash-latest,text_repetition_rate,0.3823177855595059,0.3584619124547767,0.15525853479612395,0.15525853479612395,higher
gemini-flash-latest,text_first_person_pronoun_density,0.014709364385049486,0.017511663612661557,-0.1504878390268978,0.1504878390268978,lower
gemini-flash-latest,source_response_length,3329.3528610354224,2931.9425925925925,0.14844721324792554,0.14844721324792554,higher
gemini-flash-latest,text_unique_word_count,280.33651226158037,243.02916666666667,0.14755584030309757,0.14755584030309757,higher
gemini-flash-latest,text_negation_word_density,0.008722885201711912,0.007426754981358208,0.13456912741570798,0.13456912741570798,higher
gemini-flash-latest,text_hapax_ratio,0.4769529997263396,0.5009588007347484,-0.13059155242890347,0.13059155242890347,lower
gemini-flash-latest,text_uppercase_word_ratio,0.004598763914143729,0.002872138359657796,0.11702478357564129,0.11702478357564129,higher
gemini-flash-latest,text_avg_word_frequency,1.6696822447608377,1.7419337742446044,-0.11203446137701918,0.11203446137701918,lower
gemini-flash-latest,text_semicolon_density,0.00013058100296296925,9.272772720966417e-05,0.10428477443180643,0.10428477443180643,higher
gemini-flash-latest,text_code_fence_count,0.0013623978201634877,0.02175925925925926,-0.0905864421853582,0.0905864421853582,lower
gemini-flash-latest,text_digit_density,0.004338376810608746,0.004467714245827965,-0.008075388225517538,0.008075388225517538,lower
llama-3.1-8b-groq,text_hapax_ratio,0.35239142411038366,0.5420573532781572,-1.00980824440358,1.00980824440358,lower
llama-3.1-8b-groq,text_repeated_bigram_ratio,0.18946488890928334,0.08594446276265387,0.9449209487077828,0.9449209487077828,higher
llama-3.1-8b-groq,text_repetition_rate,0.47477916558465044,0.3279935539475836,0.9249725489195941,0.9249725489195941,higher
llama-3.1-8b-groq,text_type_token_ratio,0.5252208344153495,0.6720064460524163,-0.9249725489195941,0.9249725489195941,lower
llama-3.1-8b-groq,text_entropy,6.37023799740186,7.247480307685216,-0.9048830320807438,0.9048830320807438,lower
llama-3.1-8b-groq,text_unique_word_count,130.8125,292.78978840846366,-0.6685005096673228,0.6685005096673228,lower
llama-3.1-8b-groq,text_avg_word_frequency,2.051052513802722,1.6151637120905429,0.646482117412664,0.646482117412664,higher
llama-3.1-8b-groq,text_repeated_trigram_ratio,0.10207060550217602,0.043638799167427404,0.6396766337087403,0.6396766337087403,higher
llama-3.1-8b-groq,text_colon_density,0.0046691865331895495,0.0029575298460073718,0.6115006998565249,0.6115006998565249,higher
llama-3.1-8b-groq,text_char_count,2020.0513888888888,3391.9926402943884,-0.5256231365537947,0.5256231365537947,lower
llama-3.1-8b-groq,source_response_length,2004.8097222222223,3373.1729530818766,-0.5249727663061124,0.5249727663061124,lower
llama-3.1-8b-groq,text_word_count,286.01666666666665,429.42686292548296,-0.5008343155903533,0.5008343155903533,lower
